county,precinct,office,district,party,candidate,total_votes
Coffee,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",2922
Coffee,,Commissioner of Labor,,,Emily Anderson (L),161
Colquitt,,U.S. Senate,,Republican,Herschel Junior Walker,9390
Colquitt,,U.S. Senate,,Democrat,Raphael Warnock (I),2966
Colquitt,,U.S. Senate,,,Chase Oliver (L),192
Colquitt,,Governor,,Republican,Brian Kemp (I),9860
Colquitt,,Governor,,Democrat,Stacey Abrams,2684
Colquitt,,Governor,,,Shane Hazel (L),54
Colquitt,,Lieutenant Governor,,Republican,Burt Jones,9630
Colquitt,,Lieutenant Governor,,Democrat,Charlie Bailey,2637
Colquitt,,Lieutenant Governor,,,Ryan Graham (L),152
Colquitt,,Secretary of State,,Republican,Brad Raffensperger (I),9565
Colquitt,,Secretary of State,,Democrat,Bee Nguyen,2522
Colquitt,,Secretary of State,,,Ted Metz (L),312
Colquitt,,Attorney General,,Republican,Chris Carr (I),9657
Colquitt,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",2713
Colquitt,,Attorney General,,,Martin Cowen (L),119
Colquitt,,Commissioner of Agriculture,,Republican,Tyler Harper,9757
Colquitt,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,2567
Colquitt,,Commissioner of Agriculture,,,David Raudabaugh (L),153
Colquitt,,Commissioner of Insurance,,Republican,John King (I),9752
Colquitt,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,2677
Colquitt,,State School Superintendent,,Republican,Richard Woods (I),9795
Colquitt,,State School Superintendent,,Democrat,Alisha Thomas Searcy,2673
Colquitt,,Commissioner of Labor,,Republican,Bruce Thompson,9634
Colquitt,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",2624
Colquitt,,Commissioner of Labor,,,Emily Anderson (L),196
Columbia,,U.S. Senate,,Republican,Herschel Junior Walker,40172
Columbia,,U.S. Senate,,Democrat,Raphael Warnock (I),22965
Columbia,,U.S. Senate,,Libertarian,Chase Oliver,1257
Columbia,,Governor,,Republican,Brian Kemp (I),43437
Columbia,,Governor,,Democrat,Stacey Abrams,20617
Columbia,,Governor,,Libertarian,Shane Hazel,518
Columbia,,Lieutenant Governor,,Republican,Burt Jones,41918
Columbia,,Lieutenant Governor,,Democrat,Charlie Bailey,20723
Columbia,,Lieutenant Governor,,Libertarian,Ryan Graham,1472
Columbia,,Secretary of State,,Republican,Brad Raffensperger (I),42592
Columbia,,Secretary of State,,Democrat,Bee Nguyen,19452
Columbia,,Secretary of State,,Libertarian,Ted Metz,1975
Columbia,,Attorney General,,Republican,Chris Carr (I),42073
Columbia,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",21113
Columbia,,Attorney General,,Libertarian,Martin Cowen,995
Columbia,,Commissioner of Agriculture,,Republican,Tyler Harper,42510
Columbia,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,20045
Columbia,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,1454
Columbia,,Commissioner of Insurance,,Republican,John King (I),43424
Columbia,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,20464
Columbia,,State School Superintendent,,Republican,Richard Woods (I),43368
Columbia,,State School Superintendent,,Democrat,Alisha Thomas Searcy,20640
Columbia,,Commissioner of Labor,,Republican,Bruce Thompson,42103
Columbia,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",20062
Columbia,,Commissioner of Labor,,Libertarian,Emily Anderson,1751
Cook,,U.S. Senate,,Republican,Herschel Junior Walker,3944
Cook,,U.S. Senate,,Democrat,Raphael Warnock (I),1497
Cook,,U.S. Senate,,,Chase Oliver (L),96
Cook,,Governor,,Republican,Brian Kemp (I),4138
Cook,,Governor,,Democrat,Stacey Abrams,1387
Cook,,Governor,,,Shane Hazel (L),32
Cook,,Lieutenant Governor,,Republican,Burt Jones,4024
Cook,,Lieutenant Governor,,Democrat,Charlie Bailey,1374
Cook,,Lieutenant Governor,,,Ryan Graham (L),88
Cook,,Secretary of State,,Republican,Brad Raffensperger (I),3994
Cook,,Secretary of State,,Democrat,Bee Nguyen,1323
Cook,,Secretary of State,,,Ted Metz (L),162
Cook,,Attorney General,,Republican,Chris Carr (I),4035
Cook,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1405
Cook,,Attorney General,,,Martin Cowen (L),71
Cook,,Commissioner of Agriculture,,Republican,Tyler Harper,4068
Cook,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1360
Cook,,Commissioner of Agriculture,,,David Raudabaugh (L),90
Cook,,Commissioner of Insurance,,Republican,John King (I),4087
Cook,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1405
Cook,,State School Superintendent,,Republican,Richard Woods (I),4116
Cook,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1394
Cook,,Commissioner of Labor,,Republican,Bruce Thompson,4047
Cook,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1382
Cook,,Commissioner of Labor,,,Emily Anderson (L),81
Coweta,,U.S. Senate,,Republican,Herschel Junior Walker,41512
Coweta,,U.S. Senate,,Democrat,Raphael Warnock (I),20169
Coweta,,U.S. Senate,,Libertarian,Chase Oliver,1674
Coweta,,Governor,,Republican,Brian Kemp (I),45376
Coweta,,Governor,,Democrat,Stacey Abrams,17847
Coweta,,Governor,,Libertarian,Shane Hazel,503
Coweta,,Lieutenant Governor,,Republican,Burt Jones,43539
Coweta,,Lieutenant Governor,,Democrat,Charlie Bailey,18208
Coweta,,Lieutenant Governor,,Libertarian,Ryan Graham,1423
Coweta,,Secretary of State,,Republican,Brad Raffensperger (I),44058
Coweta,,Secretary of State,,Democrat,Bee Nguyen,16938
Coweta,,Secretary of State,,Libertarian,Ted Metz,2127
Coweta,,Attorney General,,Republican,Chris Carr (I),43908
Coweta,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",18260
Coweta,,Attorney General,,Libertarian,Martin Cowen,1076
Coweta,,Commissioner of Agriculture,,Republican,Tyler Harper,44442
Coweta,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,17134
Coweta,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,1508
Coweta,,Commissioner of Insurance,,Republican,John King (I),45181
Coweta,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,17700
Coweta,,State School Superintendent,,Republican,Richard Woods (I),45493
Coweta,,State School Superintendent,,Democrat,Alisha Thomas Searcy,17541
Coweta,,Commissioner of Labor,,Republican,Bruce Thompson,43830
Coweta,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",17378
Coweta,,Commissioner of Labor,,Libertarian,Emily Anderson,1743
Crawford,,U.S. Senate,,Republican,Herschel Junior Walker,3440
Crawford,,U.S. Senate,,Democrat,Raphael Warnock (I),1298
Crawford,,U.S. Senate,,Libertarian,Chase Oliver,78
Crawford,,Governor,,Republican,Brian Kemp (I),3633
Crawford,,Governor,,Democrat,Stacey Abrams,1171
Crawford,,Governor,,Libertarian,Shane Hazel,31
Crawford,,Lieutenant Governor,,Republican,Burt Jones,3538
Crawford,,Lieutenant Governor,,Democrat,Charlie Bailey,1167
Crawford,,Lieutenant Governor,,Libertarian,Ryan Graham,58
Crawford,,Secretary of State,,Republican,Brad Raffensperger (I),3490
Crawford,,Secretary of State,,Democrat,Bee Nguyen,1116
Crawford,,Secretary of State,,Libertarian,Ted Metz,155
Crawford,,Attorney General,,Republican,Chris Carr (I),3532
Crawford,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1209
Crawford,,Attorney General,,Libertarian,Martin Cowen,40
Crawford,,Commissioner of Agriculture,,Republican,Tyler Harper,3575
Crawford,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1133
Crawford,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,72
Crawford,,Commissioner of Insurance,,Republican,John King (I),3602
Crawford,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1159
Crawford,,State School Superintendent,,Republican,Richard Woods (I),3599
Crawford,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1166
Crawford,,Commissioner of Labor,,Republican,Bruce Thompson,3545
Crawford,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1137
Crawford,,Commissioner of Labor,,Libertarian,Emily Anderson,70
Crisp,,U.S. Senate,,Republican,Herschel Junior Walker,4058
Crisp,,U.S. Senate,,Democrat,Raphael Warnock (I),2164
Crisp,,U.S. Senate,,Libertarian,Chase Oliver,84
Crisp,,Governor,,Republican,Brian Kemp (I),4296
Crisp,,Governor,,Democrat,Stacey Abrams,2013
Crisp,,Governor,,Libertarian,Shane Hazel,13
Crisp,,Lieutenant Governor,,Republican,Burt Jones,4182
Crisp,,Lieutenant Governor,,Democrat,Charlie Bailey,1957
Crisp,,Lieutenant Governor,,Libertarian,Ryan Graham,61
Crisp,,Secretary of State,,Republican,Brad Raffensperger (I),4198
Crisp,,Secretary of State,,Democrat,Bee Nguyen,1855
Crisp,,Secretary of State,,Libertarian,Ted Metz,140
Crisp,,Attorney General,,Republican,Chris Carr (I),4196
Crisp,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1997
Crisp,,Attorney General,,Libertarian,Martin Cowen,43
Crisp,,Commissioner of Agriculture,,Republican,Tyler Harper,4245
Crisp,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1895
Crisp,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,68
Crisp,,Commissioner of Insurance,,Republican,John King (I),4247
Crisp,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1961
Crisp,,State School Superintendent,,Republican,Richard Woods (I),4256
Crisp,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1966
Crisp,,Commissioner of Labor,,Republican,Bruce Thompson,4183
Crisp,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1942
Crisp,,Commissioner of Labor,,Libertarian,Emily Anderson,85
Dade,,U.S. Senate,,Republican,Herschel Junior Walker,4698
Dade,,U.S. Senate,,Democrat,Raphael Warnock (I),996
Dade,,U.S. Senate,,Libertarian,Chase Oliver,127
Dade,,Governor,,Republican,Brian Kemp (I),4969
Dade,,Governor,,Democrat,Stacey Abrams,807
Dade,,Governor,,Libertarian,Shane Hazel,68
Dade,,Lieutenant Governor,,Republican,Burt Jones,4754
Dade,,Lieutenant Governor,,Democrat,Charlie Bailey,886
Dade,,Lieutenant Governor,,Libertarian,Ryan Graham,119
Dade,,Secretary of State,,Republican,Brad Raffensperger (I),4807
Dade,,Secretary of State,,Democrat,Bee Nguyen,755
Dade,,Secretary of State,,Libertarian,Ted Metz,182
Dade,,Attorney General,,Republican,Chris Carr (I),4779
Dade,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",892
Dade,,Attorney General,,Libertarian,Martin Cowen,105
Dade,,Commissioner of Agriculture,,Republican,Tyler Harper,4791
Dade,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,845
Dade,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,131
Dade,,Commissioner of Insurance,,Republican,John King (I),4886
Dade,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,862
Dade,,State School Superintendent,,Republican,Richard Woods (I),4895
Dade,,State School Superintendent,,Democrat,Alisha Thomas Searcy,864
Dade,,Commissioner of Labor,,Republican,Bruce Thompson,4756
Dade,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",869
Dade,,Commissioner of Labor,,Libertarian,Emily Anderson,121
Dawson,,U.S. Senate,,Republican,Herschel Junior Walker,11185
Dawson,,U.S. Senate,,Democrat,Raphael Warnock (I),2277
Dawson,,U.S. Senate,,Libertarian,Chase Oliver,408
Dawson,,Governor,,Republican,Brian Kemp (I),12010
Dawson,,Governor,,Democrat,Stacey Abrams,1827
Dawson,,Governor,,Libertarian,Shane Hazel,141
Dawson,,Lieutenant Governor,,Republican,Burt Jones,11624
Dawson,,Lieutenant Governor,,Democrat,Charlie Bailey,1989
Dawson,,Lieutenant Governor,,Libertarian,Ryan Graham,294
Dawson,,Secretary of State,,Republican,Brad Raffensperger (I),11423
Dawson,,Secretary of State,,Democrat,Bee Nguyen,1787
Dawson,,Secretary of State,,Libertarian,Ted Metz,632
Dawson,,Attorney General,,Republican,Chris Carr (I),11691
Dawson,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1958
Dawson,,Attorney General,,Libertarian,Martin Cowen,239
Dawson,,Commissioner of Agriculture,,Republican,Tyler Harper,11803
Dawson,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1742
Dawson,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,318
Dawson,,Commissioner of Insurance,,Republican,John King (I),11955
Dawson,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1864
Dawson,,State School Superintendent,,Republican,Richard Woods (I),11982
Dawson,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1850
Dawson,,Commissioner of Labor,,Republican,Bruce Thompson,11679
Dawson,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1812
Dawson,,Commissioner of Labor,,Libertarian,Emily Anderson,326
Decatur,,U.S. Senate,,Republican,Herschel Junior Walker,5433
Decatur,,U.S. Senate,,Democrat,Raphael Warnock (I),3303
Decatur,,U.S. Senate,,,Chase Oliver (L),103
Decatur,,Governor,,Republican,Brian Kemp (I),5659
Decatur,,Governor,,Democrat,Stacey Abrams,3191
Decatur,,Governor,,,Shane Hazel (L),33
Decatur,,Lieutenant Governor,,Republican,Burt Jones,5503
Decatur,,Lieutenant Governor,,Democrat,Charlie Bailey,3126
Decatur,,Lieutenant Governor,,,Ryan Graham (L),106
Decatur,,Secretary of State,,Republican,Brad Raffensperger (I),5590
Decatur,,Secretary of State,,Democrat,Bee Nguyen,2914
Decatur,,Secretary of State,,,Ted Metz (L),206
Decatur,,Attorney General,,Republican,Chris Carr (I),5543
Decatur,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",3137
Decatur,,Attorney General,,,Martin Cowen (L),86
Decatur,,Commissioner of Agriculture,,Republican,Tyler Harper,5605
Decatur,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,3051
Decatur,,Commissioner of Agriculture,,,David Raudabaugh (L),109
Decatur,,Commissioner of Insurance,,Republican,John King (I),5610
Decatur,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,3133
Decatur,,State School Superintendent,,Republican,Richard Woods (I),5646
Decatur,,State School Superintendent,,Democrat,Alisha Thomas Searcy,3114
Decatur,,Commissioner of Labor,,Republican,Bruce Thompson,5537
Decatur,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",3081
Decatur,,Commissioner of Labor,,,Emily Anderson (L),132
DeKalb,,U.S. Senate,,Republican,Herschel Junior Walker,41951
DeKalb,,U.S. Senate,,Democrat,Raphael Warnock (I),250761
DeKalb,,U.S. Senate,,,Chase Oliver (L),4858
DeKalb,,Governor,,Republican,Brian Kemp (I),54522
DeKalb,,Governor,,Democrat,Stacey Abrams,241901
DeKalb,,Governor,,,Shane Hazel (L),1806
DeKalb,,Lieutenant Governor,,Republican,Burt Jones,48133
DeKalb,,Lieutenant Governor,,Democrat,Charlie Bailey,239860
DeKalb,,Lieutenant Governor,,,Ryan Graham (L),6765
DeKalb,,Secretary of State,,Republican,Brad Raffensperger (I),59600
DeKalb,,Secretary of State,,Democrat,Bee Nguyen,231673
DeKalb,,Secretary of State,,,Ted Metz (L),4701
DeKalb,,Attorney General,,Republican,Chris Carr (I),50960
DeKalb,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",240027
DeKalb,,Attorney General,,,Martin Cowen (L),4571
DeKalb,,Commissioner of Agriculture,,Republican,Tyler Harper,53954
DeKalb,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,232996
DeKalb,,Commissioner of Agriculture,,,David Raudabaugh (L),6900
DeKalb,,Commissioner of Insurance,,Republican,John King (I),57254
DeKalb,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,236003
DeKalb,,State School Superintendent,,Republican,Richard Woods (I),57882
DeKalb,,State School Superintendent,,Democrat,Alisha Thomas Searcy,235964
DeKalb,,Commissioner of Labor,,Republican,Bruce Thompson,50426
DeKalb,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",234683
DeKalb,,Commissioner of Labor,,,Emily Anderson (L),8392
Dodge,,U.S. Senate,,Republican,Herschel Junior Walker,4895
Dodge,,U.S. Senate,,Democrat,Raphael Warnock (I),1640
Dodge,,U.S. Senate,,Libertarian,Chase Oliver,73
Dodge,,Governor,,Republican,Brian Kemp (I),5087
Dodge,,Governor,,Democrat,Stacey Abrams,1518
Dodge,,Governor,,Libertarian,Shane Hazel,25
Dodge,,Lieutenant Governor,,Republican,Burt Jones,4963
Dodge,,Lieutenant Governor,,Democrat,Charlie Bailey,1453
Dodge,,Lieutenant Governor,,Libertarian,Ryan Graham,90
Dodge,,Secretary of State,,Republican,Brad Raffensperger (I),4861
Dodge,,Secretary of State,,Democrat,Bee Nguyen,1427
Dodge,,Secretary of State,,Libertarian,Ted Metz,172
Dodge,,Attorney General,,Republican,Chris Carr (I),4893
Dodge,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1582
Dodge,,Attorney General,,Libertarian,Martin Cowen,47
Dodge,,Commissioner of Agriculture,,Republican,Tyler Harper,5007
Dodge,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1441
Dodge,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,77
Dodge,,Commissioner of Insurance,,Republican,John King (I),5006
Dodge,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1495
Dodge,,State School Superintendent,,Republican,Richard Woods (I),5019
Dodge,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1491
Dodge,,Commissioner of Labor,,Republican,Bruce Thompson,4951
Dodge,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1464
Dodge,,Commissioner of Labor,,Libertarian,Emily Anderson,78
Dooly,,U.S. Senate,,Republican,Herschel Junior Walker,1784
Dooly,,U.S. Senate,,Democrat,Raphael Warnock (I),1461
Dooly,,U.S. Senate,,Libertarian,Chase Oliver,32
Dooly,,Governor,,Republican,Brian Kemp (I),1860
Dooly,,Governor,,Democrat,Stacey Abrams,1416
Dooly,,Governor,,Libertarian,Shane Hazel,10
Dooly,,Lieutenant Governor,,Republican,Burt Jones,1814
Dooly,,Lieutenant Governor,,Democrat,Charlie Bailey,1341
Dooly,,Lieutenant Governor,,Libertarian,Ryan Graham,41
Dooly,,Secretary of State,,Republican,Brad Raffensperger (I),1820
Dooly,,Secretary of State,,Democrat,Bee Nguyen,1296
Dooly,,Secretary of State,,Libertarian,Ted Metz,61
Dooly,,Attorney General,,Republican,Chris Carr (I),1798
Dooly,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1386
Dooly,,Attorney General,,Libertarian,Martin Cowen,31
Dooly,,Commissioner of Agriculture,,Republican,Tyler Harper,1842
Dooly,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1325
Dooly,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,38
Dooly,,Commissioner of Insurance,,Republican,John King (I),1835
Dooly,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1347
Dooly,,State School Superintendent,,Republican,Richard Woods (I),1854
Dooly,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1350
Dooly,,Commissioner of Labor,,Republican,Bruce Thompson,1814
Dooly,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1348
Dooly,,Commissioner of Labor,,Libertarian,Emily Anderson,40
Dougherty,,U.S. Senate,,Republican,Herschel Junior Walker,7755
Dougherty,,U.S. Senate,,Democrat,Raphael Warnock (I),18603
Dougherty,,U.S. Senate,,,Chase Oliver (L),256
Dougherty,,Governor,,Republican,Brian Kemp (I),8524
Dougherty,,Governor,,Democrat,Stacey Abrams,18091
Dougherty,,Governor,,,Shane Hazel (L),94
Dougherty,,Lieutenant Governor,,Republican,Burt Jones,8188
Dougherty,,Lieutenant Governor,,Democrat,Charlie Bailey,17641
Dougherty,,Lieutenant Governor,,,Ryan Graham (L),407
Dougherty,,Secretary of State,,Republican,Brad Raffensperger (I),8996
Dougherty,,Secretary of State,,Democrat,Bee Nguyen,16907
Dougherty,,Secretary of State,,,Ted Metz (L),404
Dougherty,,Attorney General,,Republican,Chris Carr (I),8424
Dougherty,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",17748
Dougherty,,Attorney General,,,Martin Cowen (L),239
Dougherty,,Commissioner of Agriculture,,Republican,Tyler Harper,8376
Dougherty,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,17550
Dougherty,,Commissioner of Agriculture,,,David Raudabaugh (L),398
Dougherty,,Commissioner of Insurance,,Republican,John King (I),8545
Dougherty,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,17708
Dougherty,,State School Superintendent,,Republican,Richard Woods (I),8600
Dougherty,,State School Superintendent,,Democrat,Alisha Thomas Searcy,17724
Dougherty,,Commissioner of Labor,,Republican,Bruce Thompson,8200
Dougherty,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",17609
Dougherty,,Commissioner of Labor,,,Emily Anderson (L),452
Douglas,,U.S. Senate,,Republican,Herschel Junior Walker,17589
Douglas,,U.S. Senate,,Democrat,Raphael Warnock (I),34158
Douglas,,U.S. Senate,,Libertarian,Chase Oliver,999
Douglas,,Governor,,Republican,Brian Kemp (I),19719
Douglas,,Governor,,Democrat,Stacey Abrams,32858
Douglas,,Governor,,Libertarian,Shane Hazel,353
Douglas,,Lieutenant Governor,,Republican,Burt Jones,18644
Douglas,,Lieutenant Governor,,Democrat,Charlie Bailey,32616
Douglas,,Lieutenant Governor,,Libertarian,Ryan Graham,1184
Douglas,,Secretary of State,,Republican,Brad Raffensperger (I),19719
Douglas,,Secretary of State,,Democrat,Bee Nguyen,31530
Douglas,,Secretary of State,,Libertarian,Ted Metz,1240
Douglas,,Attorney General,,Republican,Chris Carr (I),18994
Douglas,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",32734
Douglas,,Attorney General,,Libertarian,Martin Cowen,833
Douglas,,Commissioner of Agriculture,,Republican,Tyler Harper,19259
Douglas,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,32062
Douglas,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,1153
Douglas,,Commissioner of Insurance,,Republican,John King (I),19709
Douglas,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,32615
Douglas,,State School Superintendent,,Republican,Richard Woods (I),19813
Douglas,,State School Superintendent,,Democrat,Alisha Thomas Searcy,32625
Douglas,,Commissioner of Labor,,Republican,Bruce Thompson,18832
Douglas,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",32124
Douglas,,Commissioner of Labor,,Libertarian,Emily Anderson,1459
Early,,U.S. Senate,,Republican,Herschel Junior Walker,2209
Early,,U.S. Senate,,Democrat,Raphael Warnock (I),1650
Early,,U.S. Senate,,,Chase Oliver (L),28
Early,,Governor,,Republican,Brian Kemp (I),2321
Early,,Governor,,Democrat,Stacey Abrams,1576
Early,,Governor,,,Shane Hazel (L),11
Early,,Lieutenant Governor,,Republican,Burt Jones,2235
Early,,Lieutenant Governor,,Democrat,Charlie Bailey,1539
Early,,Lieutenant Governor,,,Ryan Graham (L),51
Early,,Secretary of State,,Republican,Brad Raffensperger (I),2294
Early,,Secretary of State,,Democrat,Bee Nguyen,1471
Early,,Secretary of State,,,Ted Metz (L),57
Early,,Attorney General,,Republican,Chris Carr (I),2286
Early,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",1534
Early,,Attorney General,,,Martin Cowen (L),31
Early,,Commissioner of Agriculture,,Republican,Tyler Harper,2279
Early,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,1535
Early,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,30
Early,,Commissioner of Insurance,,Republican,John King (I),2296
Early,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,1536
Early,,State School Superintendent,,Republican,Richard Woods (I),2304
Early,,State School Superintendent,,Democrat,Alisha Thomas Searcy,1536
Early,,Commissioner of Labor,,Republican,Bruce Thompson,2249
Early,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",1550
Early,,Commissioner of Labor,,,Emily Anderson (L),33
Echols,,U.S. Senate,,Republican,Herschel Junior Walker,937
Echols,,U.S. Senate,,Democrat,Raphael Warnock (I),100
Echols,,U.S. Senate,,,Chase Oliver (L),23
Echols,,Governor,,Republican,Brian Kemp (I),956
Echols,,Governor,,Democrat,Stacey Abrams,94
Echols,,Governor,,,Shane Hazel (L),15
Echols,,Lieutenant Governor,,Republican,Burt Jones,934
Echols,,Lieutenant Governor,,Democrat,Charlie Bailey,97
Echols,,Lieutenant Governor,,,Ryan Graham (L),20
Echols,,Secretary of State,,Republican,Brad Raffensperger (I),923
Echols,,Secretary of State,,Democrat,Bee Nguyen,85
Echols,,Secretary of State,,,Ted Metz (L),36
Echols,,Attorney General,,Republican,Chris Carr (I),938
Echols,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",103
Echols,,Attorney General,,,Martin Cowen (L),12
Echols,,Commissioner of Agriculture,,Republican,Tyler Harper,952
Echols,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,90
Echols,,Commissioner of Agriculture,,,David Raudabaugh (L),15
Echols,,Commissioner of Insurance,,Republican,John King (I),944
Echols,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,103
Echols,,State School Superintendent,,Republican,Richard Woods (I),952
Echols,,State School Superintendent,,Democrat,Alisha Thomas Searcy,97
Echols,,Commissioner of Labor,,Republican,Bruce Thompson,938
Echols,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",91
Echols,,Commissioner of Labor,,,Emily Anderson (L),23
Effingham,,U.S. Senate,,Republican,Herschel Junior Walker,18231
Effingham,,U.S. Senate,,Democrat,Raphael Warnock (I),6473
Effingham,,U.S. Senate,,Libertarian,Chase Oliver,604
Effingham,,Governor,,Republican,Brian Kemp (I),19553
Effingham,,Governor,,Democrat,Stacey Abrams,5603
Effingham,,Governor,,Libertarian,Shane Hazel,242
Effingham,,Lieutenant Governor,,Republican,Burt Jones,18915
Effingham,,Lieutenant Governor,,Democrat,Charlie Bailey,5641
Effingham,,Lieutenant Governor,,Libertarian,Ryan Graham,560
Effingham,,Secretary of State,,Republican,Brad Raffensperger (I),19018
Effingham,,Secretary of State,,Democrat,Bee Nguyen,5305
Effingham,,Secretary of State,,Libertarian,Ted Metz,788
Effingham,,Attorney General,,Republican,Chris Carr (I),18987
Effingham,,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",5775
Effingham,,Attorney General,,Libertarian,Martin Cowen,425
Effingham,,Commissioner of Agriculture,,Republican,Tyler Harper,19139
Effingham,,Commissioner of Agriculture,,Democrat,Nakita Hemingway,5464
Effingham,,Commissioner of Agriculture,,Libertarian,David Raudabaugh,550
Effingham,,Commissioner of Insurance,,Republican,John King (I),19479
Effingham,,Commissioner of Insurance,,Democrat,Janice Laws Robinson,5638
Effingham,,State School Superintendent,,Republican,Richard Woods (I),19499
Effingham,,State School Superintendent,,Democrat,Alisha Thomas Searcy,5660
Effingham,,Commissioner of Labor,,Republican,Bruce Thompson,18926
Effingham,,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",5559
Effingham,,Commissioner of Labor,,Libertarian,Emily Anderson,624
Elbert,,U.S. Senate,,Republican,Herschel Junior Walker,5135
Elbert,,U.S. Senate,,Democrat,Raphael Warnock (I),2077
Elbert,,U.S. Senate,,Libertarian,Chase Oliver,90
Elbert,,Governor,,Republican,Brian Kemp (I),5369
Elbert,,Governor,,Democrat,Stacey Abrams,1916
