county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes,total_votes
Heard,ROOSTERVILLE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,15,6,2,0,23
Heard,GLENLOCH,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,7,1,0,0,8
Heard,FRANKLIN,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,23,20,4,0,47
Heard,EPHESUS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,6,2,0,0,8
Heard,ENON GROVE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,22,10,2,0,34
Heard,CENTRALHATCHEE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,13,3,0,0,16
Heard,CENTRALHATCHEE,Public Service Commissioner,3,Republican,CHUCK EATON,232,55,18,2,307
Heard,ROOSTERVILLE,Public Service Commissioner,3,Republican,CHUCK EATON,230,106,5,1,342
Heard,GLENLOCH,Public Service Commissioner,3,Republican,CHUCK EATON,151,26,10,0,187
Heard,WALNUT HILL,Public Service Commissioner,3,Republican,CHUCK EATON,120,39,10,0,169
Heard,SOUTHWEST,Public Service Commissioner,3,Republican,CHUCK EATON,198,91,26,0,315
Heard,FRANKLIN,Public Service Commissioner,3,Republican,CHUCK EATON,287,252,55,0,594
Heard,EPHESUS,Public Service Commissioner,3,Republican,CHUCK EATON,243,27,8,0,278
Heard,ENON GROVE,Public Service Commissioner,3,Republican,CHUCK EATON,247,98,22,0,367
Heard,COOKSVILLE - CORINTH,Public Service Commissioner,3,Republican,CHUCK EATON,150,47,6,0,203
Heard,FRANKLIN,Public Service Commissioner,5,Libertarian,DAVID STAPLES,105,93,15,1,214
Heard,GLENLOCH,Public Service Commissioner,5,Libertarian,DAVID STAPLES,28,3,1,0,32
Heard,ROOSTERVILLE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,41,20,5,0,66
Heard,SOUTHWEST,Public Service Commissioner,5,Libertarian,DAVID STAPLES,62,20,6,0,88
Heard,WALNUT HILL,Public Service Commissioner,5,Libertarian,DAVID STAPLES,32,9,2,0,43
Heard,CENTRALHATCHEE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,57,19,7,0,83
Heard,COOKSVILLE - CORINTH,Public Service Commissioner,5,Libertarian,DAVID STAPLES,35,6,2,1,44
Heard,ENON GROVE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,71,30,7,0,108
Heard,EPHESUS,Public Service Commissioner,5,Libertarian,DAVID STAPLES,26,2,2,0,30
Heard,SOUTHWEST,Public Service Commissioner,5,Republican,STAN WISE,207,93,28,0,328
Heard,CENTRALHATCHEE,Public Service Commissioner,5,Republican,STAN WISE,237,61,21,2,321
Heard,COOKSVILLE - CORINTH,Public Service Commissioner,5,Republican,STAN WISE,164,48,3,0,215
Heard,ENON GROVE,Public Service Commissioner,5,Republican,STAN WISE,244,109,23,0,376
Heard,EPHESUS,Public Service Commissioner,5,Republican,STAN WISE,258,28,12,0,298
Heard,FRANKLIN,Public Service Commissioner,5,Republican,STAN WISE,304,268,68,0,640
Heard,GLENLOCH,Public Service Commissioner,5,Republican,STAN WISE,150,27,11,0,188
Heard,ROOSTERVILLE,Public Service Commissioner,5,Republican,STAN WISE,233,107,5,2,347
Heard,WALNUT HILL,Public Service Commissioner,5,Republican,STAN WISE,116,45,11,0,172
Henry,DUTCHTOWN,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,158,308,27,0,493
Henry,COTTON INDIAN,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,250,476,21,0,747
Henry,MCDONOUGH,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,155,329,13,0,497
Henry,AUSTIN ROAD,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,217,806,36,0,1059
Henry,WESTSIDE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,691,1562,85,0,2338
Henry,LOWES,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,596,1217,44,0,1857
Henry,LOCUST GROVE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,435,963,42,0,1440
Henry,LIGHTHOUSE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,296,843,41,0,1180
Henry,LAKE HAVEN,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,160,314,17,0,491
Henry,LAKE DOW,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,240,440,30,0,710
Henry,KELLEYTOWN,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,189,328,12,0,529
Henry,HICKORY FLAT,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,471,875,56,0,1402
Henry,UNITY GROVE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,144,323,12,0,479
Henry,TUSSAHAW,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,99,148,8,0,255
Henry,TIMBERRIDGE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,71,169,14,0,254
Henry,SWAN LAKE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,188,484,22,0,694
Henry,STOCKBRIDGE WEST,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,527,1120,52,0,1699
Henry,STOCKBRIDGE EAST,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,226,500,20,0,746
Henry,STOCKBRIDGE CENTRAL,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,483,899,32,0,1414
Henry,STAGECOACH,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,258,578,34,0,870
Henry,SOUTH HAMPTON,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,376,677,26,0,1079
Henry,SHILOH,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,341,783,39,0,1163
Henry,SHAKERAG,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,472,1374,39,0,1885
Henry,SANDY RIDGE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,156,227,10,0,393
Henry,RED OAK,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,715,1593,61,0,2369
Henry,PLEASANT GROVE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,245,592,28,0,865
Henry,PATES CREEK,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,424,774,53,0,1251
Henry,OAKLAND,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,216,523,31,0,770
Henry,NORTH HAMPTON,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,452,1162,56,0,1670
Henry,MT. CARMEL,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,309,760,40,0,1109
Henry,MCMULLEN,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,119,231,18,1,369
Henry,MCDONOUGH CENTRAL,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,277,674,25,0,976
Henry,MT. BETHEL,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,155,206,26,0,387
Henry,GROVE PARK,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,195,338,13,0,546
Henry,WESLEY LAKES,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,455,1219,45,0,1719
Henry,FLIPPEN,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,368,869,43,0,1280
Henry,ELLENWOOD,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,391,1603,62,0,2056
Henry,EAST LAKE,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,98,167,3,0,268
Henry,STOCKBRIDGE WEST,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,29,47,1,0,77
Henry,SWAN LAKE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,50,60,5,0,115
Henry,TIMBERRIDGE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,33,28,3,0,64
Henry,TUSSAHAW,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,59,54,2,0,115
Henry,UNITY GROVE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,45,101,3,0,149
Henry,WESLEY LAKES,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,39,47,2,0,88
Henry,WESTSIDE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,35,40,2,0,77
Henry,SHILOH,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,32,51,2,0,85
Henry,SHAKERAG,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,18,47,3,0,68
Henry,SANDY RIDGE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,51,86,3,0,140
Henry,RED OAK,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,43,48,12,0,103
Henry,PLEASANT GROVE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,59,67,7,0,133
Henry,PATES CREEK,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,75,73,7,0,155
Henry,OAKLAND,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,37,54,2,0,93
Henry,NORTH HAMPTON,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,44,97,12,0,153
Henry,MT. CARMEL,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,23,30,4,0,57
Henry,MT. BETHEL,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,49,29,4,0,82
Henry,MCMULLEN,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,38,57,4,0,99
Henry,MCDONOUGH CENTRAL,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,29,52,6,0,87
Henry,MCDONOUGH,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,16,27,0,0,43
Henry,LOWES,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,65,91,7,0,163
Henry,LOCUST GROVE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,44,66,7,0,117
Henry,LIGHTHOUSE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,45,58,5,0,108
Henry,LAKE HAVEN,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,56,63,11,0,130
Henry,LAKE DOW,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,44,70,8,0,122
Henry,KELLEYTOWN,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,56,45,2,0,103
Henry,EAST LAKE,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,42,64,5,0,111
Henry,DUTCHTOWN,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,41,44,6,0,91
Henry,COTTON INDIAN,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,63,57,7,0,127
Henry,AUSTIN ROAD,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,26,52,3,0,81
Henry,HICKORY FLAT,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,35,63,2,0,100
Henry,GROVE PARK,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,30,47,0,0,77
Henry,FLIPPEN,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,34,51,4,0,89
Henry,ELLENWOOD,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,23,31,5,0,59
Henry,SOUTH HAMPTON,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,56,70,2,0,128
Henry,STAGECOACH,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,39,39,6,0,84
Henry,STOCKBRIDGE CENTRAL,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,48,71,3,0,122
Henry,STOCKBRIDGE EAST,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,16,26,3,0,45
Henry,PATES CREEK,Public Service Commissioner,3,Republican,CHUCK EATON,515,958,89,0,1562
Henry,AUSTIN ROAD,Public Service Commissioner,3,Republican,CHUCK EATON,164,611,39,0,814
Henry,COTTON INDIAN,Public Service Commissioner,3,Republican,CHUCK EATON,421,691,27,0,1139
Henry,DUTCHTOWN,Public Service Commissioner,3,Republican,CHUCK EATON,333,638,52,0,1023
Henry,EAST LAKE,Public Service Commissioner,3,Republican,CHUCK EATON,435,978,80,0,1493
Henry,WESTSIDE,Public Service Commissioner,3,Republican,CHUCK EATON,196,400,24,0,620
Henry,WESLEY LAKES,Public Service Commissioner,3,Republican,CHUCK EATON,269,621,48,0,938
Henry,UNITY GROVE,Public Service Commissioner,3,Republican,CHUCK EATON,463,1215,51,0,1729
Henry,TUSSAHAW,Public Service Commissioner,3,Republican,CHUCK EATON,577,936,58,0,1571
Henry,TIMBERRIDGE,Public Service Commissioner,3,Republican,CHUCK EATON,352,508,33,0,893
Henry,SWAN LAKE,Public Service Commissioner,3,Republican,CHUCK EATON,335,880,45,0,1260
Henry,STOCKBRIDGE WEST,Public Service Commissioner,3,Republican,CHUCK EATON,133,243,19,0,395
Henry,STOCKBRIDGE EAST,Public Service Commissioner,3,Republican,CHUCK EATON,106,195,29,0,330
Henry,STOCKBRIDGE CENTRAL,Public Service Commissioner,3,Republican,CHUCK EATON,229,468,44,0,741
Henry,STAGECOACH,Public Service Commissioner,3,Republican,CHUCK EATON,263,584,44,0,891
Henry,SOUTH HAMPTON,Public Service Commissioner,3,Republican,CHUCK EATON,454,876,40,0,1370
Henry,SHILOH,Public Service Commissioner,3,Republican,CHUCK EATON,181,502,41,0,724
Henry,SHAKERAG,Public Service Commissioner,3,Republican,CHUCK EATON,75,228,16,0,319
Henry,SANDY RIDGE,Public Service Commissioner,3,Republican,CHUCK EATON,672,1077,85,0,1834
Henry,RED OAK,Public Service Commissioner,3,Republican,CHUCK EATON,193,305,33,0,531
Henry,PLEASANT GROVE,Public Service Commissioner,3,Republican,CHUCK EATON,455,949,74,0,1478
Henry,OAKLAND,Public Service Commissioner,3,Republican,CHUCK EATON,369,855,91,0,1315
Henry,NORTH HAMPTON,Public Service Commissioner,3,Republican,CHUCK EATON,409,1165,81,0,1655
Henry,MT. CARMEL,Public Service Commissioner,3,Republican,CHUCK EATON,233,432,35,0,700
Henry,MT. BETHEL,Public Service Commissioner,3,Republican,CHUCK EATON,595,632,23,0,1250
Henry,MCMULLEN,Public Service Commissioner,3,Republican,CHUCK EATON,443,944,64,0,1451
Henry,MCDONOUGH CENTRAL,Public Service Commissioner,3,Republican,CHUCK EATON,198,756,105,0,1059
Henry,MCDONOUGH,Public Service Commissioner,3,Republican,CHUCK EATON,80,309,25,0,414
Henry,LOWES,Public Service Commissioner,3,Republican,CHUCK EATON,551,1258,80,0,1889
Henry,LOCUST GROVE,Public Service Commissioner,3,Republican,CHUCK EATON,359,853,48,0,1260
Henry,LIGHTHOUSE,Public Service Commissioner,3,Republican,CHUCK EATON,208,655,62,1,926
Henry,LAKE HAVEN,Public Service Commissioner,3,Republican,CHUCK EATON,424,968,70,0,1462
Henry,LAKE DOW,Public Service Commissioner,3,Republican,CHUCK EATON,606,1241,92,0,1939
Henry,KELLEYTOWN,Public Service Commissioner,3,Republican,CHUCK EATON,604,805,71,0,1480
Henry,HICKORY FLAT,Public Service Commissioner,3,Republican,CHUCK EATON,362,779,61,0,1202
Henry,GROVE PARK,Public Service Commissioner,3,Republican,CHUCK EATON,323,712,41,0,1076
Henry,FLIPPEN,Public Service Commissioner,3,Republican,CHUCK EATON,301,676,75,0,1052
Henry,ELLENWOOD,Public Service Commissioner,3,Republican,CHUCK EATON,112,356,50,0,518
Henry,PLEASANT GROVE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,219,428,24,0,671
Henry,PATES CREEK,Public Service Commissioner,5,Libertarian,DAVID STAPLES,344,555,32,0,931
Henry,OAKLAND,Public Service Commissioner,5,Libertarian,DAVID STAPLES,170,351,19,0,540
Henry,NORTH HAMPTON,Public Service Commissioner,5,Libertarian,DAVID STAPLES,338,795,42,0,1175
Henry,MT. CARMEL,Public Service Commissioner,5,Libertarian,DAVID STAPLES,235,482,20,0,737
Henry,MT. BETHEL,Public Service Commissioner,5,Libertarian,DAVID STAPLES,153,155,16,0,324
Henry,MCMULLEN,Public Service Commissioner,5,Libertarian,DAVID STAPLES,117,221,11,1,350
Henry,MCDONOUGH CENTRAL,Public Service Commissioner,5,Libertarian,DAVID STAPLES,186,435,24,0,645
Henry,MCDONOUGH,Public Service Commissioner,5,Libertarian,DAVID STAPLES,96,220,8,0,324
Henry,LOWES,Public Service Commissioner,5,Libertarian,DAVID STAPLES,416,768,27,0,1211
Henry,LOCUST GROVE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,289,629,24,0,942
Henry,LIGHTHOUSE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,222,534,25,0,781
Henry,LAKE HAVEN,Public Service Commissioner,5,Libertarian,DAVID STAPLES,157,252,21,0,430
Henry,LAKE DOW,Public Service Commissioner,5,Libertarian,DAVID STAPLES,192,329,26,0,547
Henry,KELLEYTOWN,Public Service Commissioner,5,Libertarian,DAVID STAPLES,193,219,8,0,420
Henry,HICKORY FLAT,Public Service Commissioner,5,Libertarian,DAVID STAPLES,326,566,24,0,916
Henry,GROVE PARK,Public Service Commissioner,5,Libertarian,DAVID STAPLES,161,260,8,0,429
Henry,FLIPPEN,Public Service Commissioner,5,Libertarian,DAVID STAPLES,258,536,32,0,826
Henry,ELLENWOOD,Public Service Commissioner,5,Libertarian,DAVID STAPLES,282,950,44,0,1276
Henry,EAST LAKE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,100,172,6,0,278
Henry,DUTCHTOWN,Public Service Commissioner,5,Libertarian,DAVID STAPLES,146,212,22,0,380
Henry,COTTON INDIAN,Public Service Commissioner,5,Libertarian,DAVID STAPLES,225,336,20,0,581
Henry,AUSTIN ROAD,Public Service Commissioner,5,Libertarian,DAVID STAPLES,163,491,18,0,672
Henry,WESTSIDE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,439,878,40,0,1357
Henry,WESLEY LAKES,Public Service Commissioner,5,Libertarian,DAVID STAPLES,311,751,23,0,1085
Henry,UNITY GROVE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,129,312,10,0,451
Henry,TUSSAHAW,Public Service Commissioner,5,Libertarian,DAVID STAPLES,117,137,10,0,264
Henry,TIMBERRIDGE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,86,134,8,0,228
Henry,SWAN LAKE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,175,344,21,0,540
Henry,STOCKBRIDGE WEST,Public Service Commissioner,5,Libertarian,DAVID STAPLES,373,702,23,0,1098
Henry,STOCKBRIDGE EAST,Public Service Commissioner,5,Libertarian,DAVID STAPLES,156,295,12,0,463
Henry,STOCKBRIDGE CENTRAL,Public Service Commissioner,5,Libertarian,DAVID STAPLES,360,642,20,0,1022
Henry,STAGECOACH,Public Service Commissioner,5,Libertarian,DAVID STAPLES,203,412,20,0,635
Henry,SOUTH HAMPTON,Public Service Commissioner,5,Libertarian,DAVID STAPLES,291,466,18,0,775
Henry,SHILOH,Public Service Commissioner,5,Libertarian,DAVID STAPLES,244,475,16,0,735
Henry,SHAKERAG,Public Service Commissioner,5,Libertarian,DAVID STAPLES,319,868,21,0,1208
Henry,SANDY RIDGE,Public Service Commissioner,5,Libertarian,DAVID STAPLES,144,242,12,0,398
Henry,RED OAK,Public Service Commissioner,5,Libertarian,DAVID STAPLES,498,950,41,0,1489
Henry,PLEASANT GROVE,Public Service Commissioner,5,Republican,STAN WISE,492,1027,77,0,1596
Henry,AUSTIN ROAD,Public Service Commissioner,5,Republican,STAN WISE,202,753,42,0,997
Henry,COTTON INDIAN,Public Service Commissioner,5,Republican,STAN WISE,468,783,30,0,1281
Henry,DUTCHTOWN,Public Service Commissioner,5,Republican,STAN WISE,351,681,54,0,1086
Henry,EAST LAKE,Public Service Commissioner,5,Republican,STAN WISE,457,992,81,0,1530
Henry,ELLENWOOD,Public Service Commissioner,5,Republican,STAN WISE,162,620,56,0,838
Henry,FLIPPEN,Public Service Commissioner,5,Republican,STAN WISE,366,795,79,0,1240
Henry,GROVE PARK,Public Service Commissioner,5,Republican,STAN WISE,348,747,45,0,1140
Henry,HICKORY FLAT,Public Service Commissioner,5,Republican,STAN WISE,443,912,72,0,1427
Henry,KELLEYTOWN,Public Service Commissioner,5,Republican,STAN WISE,622,854,74,0,1550
Henry,LAKE DOW,Public Service Commissioner,5,Republican,STAN WISE,634,1276,95,0,2005
Henry,LAKE HAVEN,Public Service Commissioner,5,Republican,STAN WISE,453,993,75,0,1521
Henry,LIGHTHOUSE,Public Service Commissioner,5,Republican,STAN WISE,268,793,69,1,1131
Henry,LOCUST GROVE,Public Service Commissioner,5,Republican,STAN WISE,441,951,55,0,1447
Henry,LOWES,Public Service Commissioner,5,Republican,STAN WISE,628,1420,93,0,2141
Henry,MCDONOUGH,Public Service Commissioner,5,Republican,STAN WISE,100,345,27,0,472
Henry,MCDONOUGH CENTRAL,Public Service Commissioner,5,Republican,STAN WISE,253,847,106,0,1206
Henry,MCMULLEN,Public Service Commissioner,5,Republican,STAN WISE,455,960,63,0,1478
Henry,MT. BETHEL,Public Service Commissioner,5,Republican,STAN WISE,611,650,27,0,1288
Henry,MT. CARMEL,Public Service Commissioner,5,Republican,STAN WISE,270,522,44,0,836
Henry,NORTH HAMPTON,Public Service Commissioner,5,Republican,STAN WISE,465,1294,90,0,1849
Henry,OAKLAND,Public Service Commissioner,5,Republican,STAN WISE,404,930,97,0,1431
Henry,PATES CREEK,Public Service Commissioner,5,Republican,STAN WISE,576,1048,98,0,1722
Henry,RED OAK,Public Service Commissioner,5,Republican,STAN WISE,320,528,45,0,893
Henry,SANDY RIDGE,Public Service Commissioner,5,Republican,STAN WISE,714,1104,85,0,1903
Henry,SHAKERAG,Public Service Commissioner,5,Republican,STAN WISE,139,419,24,0,582
Henry,SHILOH,Public Service Commissioner,5,Republican,STAN WISE,222,625,50,0,897
Henry,SOUTH HAMPTON,Public Service Commissioner,5,Republican,STAN WISE,502,967,41,0,1510
Henry,STAGECOACH,Public Service Commissioner,5,Republican,STAN WISE,307,639,59,0,1005
Henry,STOCKBRIDGE CENTRAL,Public Service Commissioner,5,Republican,STAN WISE,297,586,52,0,935
Henry,STOCKBRIDGE EAST,Public Service Commissioner,5,Republican,STAN WISE,141,276,38,0,455
Henry,STOCKBRIDGE WEST,Public Service Commissioner,5,Republican,STAN WISE,206,395,32,0,633
Henry,SWAN LAKE,Public Service Commissioner,5,Republican,STAN WISE,358,938,51,0,1347
Henry,TIMBERRIDGE,Public Service Commissioner,5,Republican,STAN WISE,363,519,34,0,916
Henry,TUSSAHAW,Public Service Commissioner,5,Republican,STAN WISE,614,971,55,0,1640
Henry,UNITY GROVE,Public Service Commissioner,5,Republican,STAN WISE,503,1261,55,0,1819
Henry,WESLEY LAKES,Public Service Commissioner,5,Republican,STAN WISE,336,768,55,0,1159
Henry,WESTSIDE,Public Service Commissioner,5,Republican,STAN WISE,305,642,43,0,990
Houston,BON,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,228,313,23,0,564
Houston,CENT,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,421,379,27,0,827
Houston,ELBC,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,845,555,49,1,1450
Houston,FMMS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,571,1083,58,1,1713
Houston,HAFS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,164,115,8,0,287
Houston,HCHS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,145,309,14,0,468
Houston,HCTC,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,567,740,57,0,1364
Houston,HEFS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,188,108,3,0,299
Houston,KATH,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,149,132,4,0,285
Houston,MALL,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,399,289,23,2,713
Houston,MCMS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,396,806,55,0,1257
Houston,MILL,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,277,188,24,0,489
Houston,NSES,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,282,362,20,0,664
Houston,NSMS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,546,641,40,1,1228
Houston,NSSH,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,345,231,20,0,596
Houston,QRUN,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,143,189,18,0,350
Houston,RECR,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,661,636,52,0,1349
Houston,ROZR,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,771,1380,99,2,2252
Houston,TMS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,652,881,32,0,1565
Houston,VHS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,230,406,22,0,658
Houston,TWPK,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,283,402,22,0,707
Houston,ANNX,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,117,248,16,1,382
Houston,BMS,Public Service Commissioner,3,Democrat,STEPHEN OPPENHEIMER,342,486,24,0,852
Houston,MILL,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,51,11,2,0,64
Houston,HEFS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,8,7,1,0,16
Houston,HCTC,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,99,59,10,0,168
Houston,HCHS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,28,38,0,0,66
Houston,HAFS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,20,10,2,0,32
Houston,MALL,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,50,24,0,0,74
Houston,FMMS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,93,94,6,1,194
Houston,ELBC,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,26,14,4,1,45
Houston,CENT,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,63,30,6,0,99
Houston,BON,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,58,34,8,0,100
Houston,BMS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,63,54,12,0,129
Houston,ANNX,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,17,25,1,0,43
Houston,KATH,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,17,17,2,0,36
Houston,VHS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,45,58,8,0,111
Houston,TWPK,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,40,26,2,0,68
Houston,TMS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,67,43,4,0,114
Houston,ROZR,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,87,105,10,0,202
Houston,RECR,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,46,20,3,0,69
Houston,QRUN,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,40,39,4,0,83
Houston,NSSH,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,41,10,2,0,53
Houston,NSMS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,50,14,3,0,67
Houston,NSES,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,48,23,1,0,72
Houston,MCMS,Public Service Commissioner,3,Libertarian,BRAD PLOEGER,71,64,8,0,143
Houston,ANNX,Public Service Commissioner,3,Republican,CHUCK EATON,264,453,50,0,767
Houston,VHS,Public Service Commissioner,3,Republican,CHUCK EATON,753,1104,53,0,1910
Houston,TWPK,Public Service Commissioner,3,Republican,CHUCK EATON,501,519,32,1,1053
Houston,TMS,Public Service Commissioner,3,Republican,CHUCK EATON,707,786,82,0,1575
